log_id;project_id;employee_id;date_logged;task_category;subtask_description;hours_worked
26713;P-2022-058;EMP-4;16/04/2023;Design;Section Drawings;1.27
26714;P-2022-058;EMP-4;22/07/2023;Design;Markup Cleanup;2.8
26715;P-2022-058;EMP-10;18/04/2023;Drafting;Foundation Plan Updates;2.31
26716;P-2022-058;EMP-1;27/01/2023;Meeting;Detail Sheet Generation;2.25
26717;P-2022-058;EMP-10;27/07/2023;Design;Markup Cleanup;1.24
26718;P-2022-058;EMP-10;23/06/2023;Meeting;Foundation Plan Updates;0.5
26719;P-2022-058;EMP-6;13/06/2023;Design;3D Model Adjustments;2.96
26720;P-2022-058;EMP-8;24/06/2023;Design;3D Model Adjustments;2.21
26721;P-2022-058;EMP-2;26/06/2023;Design;Section Drawings;0.5
26722;P-2022-058;EMP-5;17/01/2023;Drafting;Section Drawings;1.55
26723;P-2022-058;EMP-7;17/07/2023;Calculation;Detail Sheet Generation;0.5
26724;P-2022-058;EMP-1;03/10/2022;Calculation;Section Drawings;1.21
26725;P-2022-058;EMP-9;22/10/2022;Design;Foundation Plan Updates;2.7
26726;P-2022-058;EMP-11;23/01/2023;Site Visit;Section Drawings;1.93
26727;P-2022-058;EMP-6;09/10/2022;Calculation;Detail Sheet Generation;0.5
26728;P-2022-058;EMP-5;05/11/2022;Meeting;Markup Cleanup;0.65
26729;P-2022-058;EMP-7;27/09/2022;Design;Section Drawings;4.23
26730;P-2022-058;EMP-6;01/01/2023;Drafting;Markup Cleanup;1.04
26731;P-2022-058;EMP-6;14/04/2023;Meeting;Foundation Plan Updates;1.08
26732;P-2022-058;EMP-11;30/11/2022;Design;Foundation Plan Updates;0.77
26733;P-2022-058;EMP-7;29/05/2023;Site Visit;Detail Sheet Generation;4.57
26734;P-2022-058;EMP-6;05/07/2023;Site Visit;Markup Cleanup;0.5
26735;P-2022-058;EMP-9;03/03/2023;Calculation;Section Drawings;0.5
26736;P-2022-058;EMP-4;22/01/2023;Calculation;Markup Cleanup;0.54
26737;P-2022-058;EMP-9;22/12/2022;Drafting;3D Model Adjustments;3.48
26738;P-2022-058;EMP-6;27/01/2023;Calculation;Section Drawings;0.5
26739;P-2022-058;EMP-2;22/03/2023;Design;Detail Sheet Generation;2.4
26740;P-2022-058;EMP-6;18/12/2022;Calculation;Section Drawings;0.5
26741;P-2022-058;EMP-4;26/02/2023;Drafting;3D Model Adjustments;0.46
26742;P-2022-058;EMP-2;04/12/2022;Meeting;Foundation Plan Updates;0.43
26743;P-2022-058;EMP-10;27/03/2023;Calculation;Foundation Plan Updates;3.62
26744;P-2022-058;EMP-4;04/07/2023;Meeting;Foundation Plan Updates;1.07
26745;P-2022-058;EMP-2;04/02/2023;Design;3D Model Adjustments;0.5
26746;P-2022-058;EMP-7;02/04/2023;Design;Detail Sheet Generation;0.5
26747;P-2022-058;EMP-1;23/09/2022;Drafting;Foundation Plan Updates;2.8
26748;P-2022-058;EMP-2;07/06/2023;Meeting;Detail Sheet Generation;0.5
26749;P-2022-058;EMP-10;02/10/2022;Calculation;Foundation Plan Updates;0.76
26750;P-2022-058;EMP-9;05/03/2023;Meeting;Markup Cleanup;3.25
26751;P-2022-058;EMP-2;26/10/2022;Site Visit;Markup Cleanup;1.1
26752;P-2022-058;EMP-2;09/03/2023;Calculation;Detail Sheet Generation;1.17
26753;P-2022-058;EMP-10;07/12/2022;Drafting;3D Model Adjustments;0.5
26754;P-2022-058;EMP-6;13/12/2022;Calculation;Detail Sheet Generation;1.2
26755;P-2022-058;EMP-8;12/06/2023;Site Visit;3D Model Adjustments;1.93
26756;P-2022-058;EMP-3;27/09/2022;Design;Markup Cleanup;0.5
26757;P-2022-058;EMP-7;07/01/2023;Design;Section Drawings;0.5
26758;P-2022-058;EMP-9;05/04/2023;Design;Detail Sheet Generation;1.33
26759;P-2022-058;EMP-3;18/10/2022;Site Visit;3D Model Adjustments;1.25
26760;P-2022-058;EMP-1;06/03/2023;Drafting;3D Model Adjustments;2.81
26761;P-2022-058;EMP-11;27/03/2023;Design;Detail Sheet Generation;0.44
26762;P-2022-058;EMP-5;04/01/2023;Drafting;3D Model Adjustments;1.09
26763;P-2022-058;EMP-9;12/11/2022;Design;Markup Cleanup;0.98
26764;P-2022-058;EMP-10;07/08/2023;Calculation;Markup Cleanup;0.5
26765;P-2022-058;EMP-10;25/12/2022;Meeting;Section Drawings;0.5
26766;P-2022-058;EMP-8;18/05/2023;Meeting;3D Model Adjustments;0.5
26767;P-2022-058;EMP-7;23/01/2023;Meeting;3D Model Adjustments;3.49
26768;P-2022-058;EMP-2;01/04/2023;Site Visit;3D Model Adjustments;0.5
26769;P-2022-058;EMP-3;12/01/2023;Site Visit;Foundation Plan Updates;0.5
26770;P-2022-058;EMP-5;08/08/2023;Calculation;Foundation Plan Updates;1.54
26771;P-2022-058;EMP-6;20/02/2023;Meeting;Detail Sheet Generation;3.34
26772;P-2022-058;EMP-8;29/01/2023;Drafting;Detail Sheet Generation;1.73
26773;P-2022-058;EMP-2;16/03/2023;Drafting;Detail Sheet Generation;2.21
26774;P-2022-058;EMP-4;16/03/2023;Calculation;Section Drawings;1.3
26775;P-2022-058;EMP-4;02/01/2023;Site Visit;Section Drawings;1.96
26776;P-2022-058;EMP-5;10/12/2022;Site Visit;Markup Cleanup;1.0
26777;P-2022-058;EMP-8;10/02/2023;Drafting;Detail Sheet Generation;0.32
26778;P-2022-058;EMP-8;23/04/2023;Site Visit;Markup Cleanup;0.5
26779;P-2022-058;EMP-7;01/03/2023;Meeting;3D Model Adjustments;2.73
26780;P-2022-058;EMP-9;14/07/2023;Meeting;3D Model Adjustments;1.79
26781;P-2022-058;EMP-1;09/04/2023;Calculation;Foundation Plan Updates;1.4
26782;P-2022-058;EMP-8;30/04/2023;Site Visit;Foundation Plan Updates;1.86
26783;P-2022-058;EMP-3;27/02/2023;Site Visit;3D Model Adjustments;1.19
26784;P-2022-058;EMP-5;01/08/2023;Drafting;Foundation Plan Updates;1.3
26785;P-2022-058;EMP-1;17/12/2022;Site Visit;Section Drawings;0.36
26786;P-2022-058;EMP-5;18/02/2023;Design;Markup Cleanup;0.5
26787;P-2022-058;EMP-9;30/12/2022;Drafting;3D Model Adjustments;0.5
26788;P-2022-058;EMP-11;17/07/2023;Drafting;Markup Cleanup;3.3
26789;P-2022-058;EMP-11;13/05/2023;Site Visit;3D Model Adjustments;1.47
26790;P-2022-058;EMP-9;07/07/2023;Site Visit;Markup Cleanup;0.5
26791;P-2022-058;EMP-8;06/08/2023;Meeting;Foundation Plan Updates;1.38
26792;P-2022-058;EMP-9;09/02/2023;Calculation;Detail Sheet Generation;2.23
26793;P-2022-058;EMP-5;06/10/2022;Drafting;3D Model Adjustments;1.02
26794;P-2022-058;EMP-11;15/05/2023;Meeting;Markup Cleanup;1.97
26795;P-2022-058;EMP-2;21/11/2022;Site Visit;Markup Cleanup;1.02
26796;P-2022-058;EMP-6;24/05/2023;Site Visit;3D Model Adjustments;3.87
26797;P-2022-058;EMP-7;20/05/2023;Design;Foundation Plan Updates;0.9
26798;P-2022-058;EMP-1;02/12/2022;Design;Markup Cleanup;1.19
26799;P-2022-058;EMP-8;24/02/2023;Site Visit;Section Drawings;0.5
26800;P-2022-058;EMP-2;20/06/2023;Design;Markup Cleanup;0.5
26801;P-2022-058;EMP-8;26/10/2022;Calculation;Markup Cleanup;0.5
26802;P-2022-058;EMP-6;04/03/2023;Meeting;3D Model Adjustments;0.5
26803;P-2022-058;EMP-7;15/06/2023;Site Visit;Section Drawings;0.53
26804;P-2022-058;EMP-4;18/06/2023;Meeting;Section Drawings;2.01
26805;P-2022-058;EMP-9;14/03/2023;Site Visit;Foundation Plan Updates;0.5
26806;P-2022-058;EMP-1;25/01/2023;Meeting;3D Model Adjustments;0.5
26807;P-2022-058;EMP-5;13/02/2023;Design;3D Model Adjustments;0.5
26808;P-2022-058;EMP-4;30/04/2023;Drafting;Markup Cleanup;1.38
26809;P-2022-058;EMP-5;22/04/2023;Site Visit;Foundation Plan Updates;2.34
26810;P-2022-058;EMP-1;31/03/2023;Meeting;3D Model Adjustments;4.06
26811;P-2022-058;EMP-6;30/07/2023;Site Visit;Foundation Plan Updates;0.5
26812;P-2022-058;EMP-4;20/10/2022;Meeting;Foundation Plan Updates;1.03
26813;P-2022-058;EMP-5;21/05/2023;Site Visit;Foundation Plan Updates;3.36
26814;P-2022-058;EMP-6;17/12/2022;Meeting;Foundation Plan Updates;2.74
26815;P-2022-058;EMP-11;18/02/2023;Calculation;Section Drawings;3.15
26816;P-2022-058;EMP-5;19/05/2023;Meeting;3D Model Adjustments;0.5
26817;P-2022-058;EMP-11;27/12/2022;Meeting;Detail Sheet Generation;0.38
26818;P-2022-058;EMP-5;08/07/2023;Meeting;Section Drawings;0.5
26819;P-2022-058;EMP-10;06/08/2023;Meeting;Section Drawings;3.86
26820;P-2022-058;EMP-11;20/01/2023;Site Visit;Markup Cleanup;2.96
26821;P-2022-058;EMP-8;23/07/2023;Design;Foundation Plan Updates;0.54
26822;P-2022-058;EMP-1;17/07/2023;Meeting;Markup Cleanup;1.52
26823;P-2022-058;EMP-11;21/06/2023;Site Visit;Section Drawings;3.57
26824;P-2022-058;EMP-1;15/12/2022;Site Visit;Markup Cleanup;2.98
26825;P-2022-058;EMP-2;09/12/2022;Meeting;3D Model Adjustments;1.23
26826;P-2022-058;EMP-9;13/02/2023;Site Visit;Foundation Plan Updates;1.13
26827;P-2022-058;EMP-6;28/09/2022;Site Visit;3D Model Adjustments;1.5
26828;P-2022-058;EMP-5;17/11/2022;Drafting;Section Drawings;0.5
26829;P-2022-058;EMP-3;27/04/2023;Site Visit;3D Model Adjustments;0.26
26830;P-2022-058;EMP-3;03/03/2023;Design;Detail Sheet Generation;1.65
26831;P-2022-058;EMP-2;30/12/2022;Design;Markup Cleanup;0.5
26832;P-2022-058;EMP-11;23/06/2023;Design;Foundation Plan Updates;2.36
26833;P-2022-058;EMP-4;22/06/2023;Calculation;Section Drawings;2.52
26834;P-2022-058;EMP-11;05/06/2023;Site Visit;Section Drawings;1.59
26835;P-2022-058;EMP-3;27/02/2023;Drafting;Section Drawings;2.61
26836;P-2022-058;EMP-2;14/01/2023;Calculation;Detail Sheet Generation;2.56
26837;P-2022-058;EMP-8;01/07/2023;Calculation;Markup Cleanup;3.04
26838;P-2022-058;EMP-1;10/03/2023;Meeting;Section Drawings;0.5
26839;P-2022-058;EMP-3;09/06/2023;Design;Foundation Plan Updates;0.39
26840;P-2022-058;EMP-8;22/04/2023;Meeting;Markup Cleanup;0.5
26841;P-2022-058;EMP-7;11/01/2023;Calculation;Section Drawings;0.7
26842;P-2022-058;EMP-5;02/11/2022;Meeting;Markup Cleanup;2.28
26843;P-2022-058;EMP-4;21/05/2023;Site Visit;Markup Cleanup;3.71
26844;P-2022-058;EMP-5;16/06/2023;Design;Detail Sheet Generation;0.66
26845;P-2022-058;EMP-10;05/07/2023;Site Visit;Detail Sheet Generation;1.77
26846;P-2022-058;EMP-10;17/03/2023;Calculation;Detail Sheet Generation;0.5
26847;P-2022-058;EMP-10;04/10/2022;Site Visit;Internal Team Sync;0.52
26848;P-2022-058;EMP-8;24/11/2022;Drafting;Permitting Authority Review;0.5
26849;P-2022-058;EMP-9;10/10/2022;Meeting;Internal Team Sync;0.44
26850;P-2022-058;EMP-1;25/11/2022;Design;Internal Team Sync;2.38
26851;P-2022-058;EMP-8;16/03/2023;Calculation;Internal Team Sync;0.48
26852;P-2022-058;EMP-5;23/11/2022;Calculation;Internal Team Sync;3.67
26853;P-2022-058;EMP-7;25/06/2023;Calculation;Subcontractor Coordination;2.62
26854;P-2022-058;EMP-3;20/12/2022;Drafting;Internal Team Sync;3.89
26855;P-2022-058;EMP-3;28/09/2022;Meeting;Permitting Authority Review;3.96
26856;P-2022-058;EMP-5;22/07/2023;Calculation;Client Design Review;0.5
26857;P-2022-058;EMP-6;09/10/2022;Design;BIM Clash Detection Session;0.93
26858;P-2022-058;EMP-9;29/11/2022;Meeting;BIM Clash Detection Session;2.88
26859;P-2022-058;EMP-2;01/04/2023;Calculation;Client Design Review;0.5
26860;P-2022-058;EMP-3;26/02/2023;Meeting;BIM Clash Detection Session;0.72
26861;P-2022-058;EMP-5;19/01/2023;Meeting;BIM Clash Detection Session;1.01
26862;P-2022-058;EMP-3;04/06/2023;Drafting;Permitting Authority Review;0.5
26863;P-2022-058;EMP-9;17/02/2023;Drafting;Permitting Authority Review;0.74
26864;P-2022-058;EMP-6;10/11/2022;Drafting;Client Design Review;2.59
26865;P-2022-058;EMP-8;11/06/2023;Drafting;BIM Clash Detection Session;2.56
26866;P-2022-058;EMP-3;06/01/2023;Meeting;BIM Clash Detection Session;0.94
26867;P-2022-058;EMP-1;05/11/2022;Drafting;Permitting Authority Review;2.64
26868;P-2022-058;EMP-11;06/02/2023;Drafting;Permitting Authority Review;1.36
26869;P-2022-058;EMP-7;27/01/2023;Drafting;BIM Clash Detection Session;1.54
26870;P-2022-058;EMP-2;15/01/2023;Drafting;Permitting Authority Review;1.41
26871;P-2022-058;EMP-10;04/04/2023;Calculation;Subcontractor Coordination;0.97
26872;P-2022-058;EMP-9;16/01/2023;Drafting;Internal Team Sync;0.37
26873;P-2022-058;EMP-7;26/07/2023;Design;Internal Team Sync;0.94
26874;P-2022-058;EMP-6;29/07/2023;Design;Client Design Review;1.39
26875;P-2022-058;EMP-2;19/05/2023;Site Visit;Subcontractor Coordination;0.79
26876;P-2022-058;EMP-6;04/12/2022;Site Visit;Client Design Review;0.5
26877;P-2022-058;EMP-7;23/02/2023;Design;BIM Clash Detection Session;0.5
26878;P-2022-058;EMP-2;18/04/2023;Site Visit;Client Design Review;0.5
26879;P-2022-058;EMP-2;24/10/2022;Site Visit;Client Design Review;1.98
26880;P-2022-058;EMP-2;05/10/2022;Meeting;BIM Clash Detection Session;0.5
26881;P-2022-058;EMP-8;01/11/2022;Meeting;Internal Team Sync;0.5
26882;P-2022-058;EMP-10;07/01/2023;Design;BIM Clash Detection Session;4.52
26883;P-2022-058;EMP-8;22/11/2022;Site Visit;Client Design Review;1.68
26884;P-2022-058;EMP-10;14/12/2022;Site Visit;Permitting Authority Review;3.03
26885;P-2022-058;EMP-10;06/12/2022;Meeting;Internal Team Sync;0.82
26886;P-2022-058;EMP-7;14/04/2023;Meeting;Internal Team Sync;2.91
26887;P-2022-058;EMP-3;21/05/2023;Site Visit;Subcontractor Coordination;0.5
26888;P-2022-058;EMP-8;28/11/2022;Meeting;Client Design Review;0.55
26889;P-2022-058;EMP-6;26/02/2023;Calculation;Internal Team Sync;4.63
26890;P-2022-058;EMP-9;28/12/2022;Drafting;Permitting Authority Review;1.85
26891;P-2022-058;EMP-4;14/01/2023;Drafting;Permitting Authority Review;0.54
26892;P-2022-058;EMP-3;01/08/2023;Drafting;Permitting Authority Review;0.54
26893;P-2022-058;EMP-6;24/11/2022;Site Visit;BIM Clash Detection Session;0.35
26894;P-2022-058;EMP-1;27/11/2022;Calculation;Permitting Authority Review;0.49
26895;P-2022-058;EMP-5;12/01/2023;Meeting;Internal Team Sync;0.66
26896;P-2022-058;EMP-11;02/12/2022;Design;Subcontractor Coordination;0.46
26897;P-2022-058;EMP-11;09/02/2023;Design;Permitting Authority Review;1.8
26898;P-2022-058;EMP-3;24/11/2022;Site Visit;Subcontractor Coordination;1.33
26899;P-2022-058;EMP-5;23/12/2022;Drafting;Subcontractor Coordination;2.59
26900;P-2022-058;EMP-10;12/10/2022;Site Visit;BIM Clash Detection Session;3.32
26901;P-2022-058;EMP-5;11/03/2023;Design;Client Design Review;0.52
26902;P-2022-058;EMP-3;17/01/2023;Meeting;Permitting Authority Review;1.38
26903;P-2022-058;EMP-2;18/05/2023;Drafting;Internal Team Sync;3.12
26904;P-2022-058;EMP-11;13/03/2023;Drafting;Client Design Review;2.37
26905;P-2022-058;EMP-8;22/10/2022;Calculation;Subcontractor Coordination;0.5
26906;P-2022-058;EMP-9;11/06/2023;Design;Client Design Review;1.9
26907;P-2022-058;EMP-2;17/10/2022;Drafting;Permitting Authority Review;0.5
26908;P-2022-058;EMP-6;16/03/2023;Meeting;Subcontractor Coordination;0.5
26909;P-2022-058;EMP-5;05/01/2023;Meeting;BIM Clash Detection Session;1.8
26910;P-2022-058;EMP-10;29/03/2023;Meeting;Permitting Authority Review;1.52
26911;P-2022-058;EMP-3;06/02/2023;Site Visit;Internal Team Sync;3.33
26912;P-2022-058;EMP-11;10/12/2022;Meeting;BIM Clash Detection Session;0.5
26913;P-2022-058;EMP-5;02/06/2023;Drafting;Internal Team Sync;0.39
26914;P-2022-058;EMP-11;05/08/2023;Calculation;Permitting Authority Review;0.96
26915;P-2022-058;EMP-3;19/05/2023;Site Visit;Subcontractor Coordination;0.5
26916;P-2022-058;EMP-7;24/03/2023;Meeting;Subcontractor Coordination;0.4
26917;P-2022-058;EMP-1;27/11/2022;Site Visit;BIM Clash Detection Session;2.44
26918;P-2022-058;EMP-10;28/01/2023;Site Visit;Subcontractor Coordination;0.5
26919;P-2022-058;EMP-2;07/03/2023;Site Visit;Client Design Review;0.56
26920;P-2022-058;EMP-7;25/09/2022;Drafting;Client Design Review;3.18
26921;P-2022-058;EMP-7;11/07/2023;Drafting;BIM Clash Detection Session;0.5
26922;P-2022-058;EMP-5;14/06/2023;Site Visit;Internal Team Sync;0.9
26923;P-2022-058;EMP-2;12/10/2022;Calculation;Internal Team Sync;1.75
26924;P-2022-058;EMP-4;31/05/2023;Calculation;Subcontractor Coordination;0.5
26925;P-2022-058;EMP-5;29/06/2023;Design;BIM Clash Detection Session;3.6
26926;P-2022-058;EMP-11;02/04/2023;Drafting;Permitting Authority Review;0.5
26927;P-2022-058;EMP-2;27/11/2022;Design;BIM Clash Detection Session;2.0
26928;P-2022-058;EMP-3;12/10/2022;Calculation;Client Design Review;2.08
26929;P-2022-058;EMP-6;22/10/2022;Drafting;Permitting Authority Review;0.68
26930;P-2022-058;EMP-7;07/05/2023;Drafting;BIM Clash Detection Session;2.29
26931;P-2022-058;EMP-1;31/03/2023;Meeting;Subcontractor Coordination;2.98
26932;P-2022-058;EMP-7;25/05/2023;Drafting;Permitting Authority Review;1.36
26933;P-2022-058;EMP-7;07/05/2023;Drafting;BIM Clash Detection Session;0.75
26934;P-2022-058;EMP-5;31/03/2023;Meeting;Permitting Authority Review;0.5
26935;P-2022-058;EMP-4;28/06/2023;Calculation;Permitting Authority Review;0.5
26936;P-2022-058;EMP-5;29/04/2023;Drafting;Permitting Authority Review;0.63
26937;P-2022-058;EMP-1;12/04/2023;Meeting;BIM Clash Detection Session;0.5
26938;P-2022-058;EMP-1;07/01/2023;Calculation;Permitting Authority Review;0.5
26939;P-2022-058;EMP-11;02/01/2023;Drafting;Internal Team Sync;0.5
26940;P-2022-058;EMP-3;07/08/2023;Drafting;Internal Team Sync;1.76
26941;P-2022-058;EMP-5;01/12/2022;Calculation;Internal Team Sync;0.28
26942;P-2022-058;EMP-1;22/01/2023;Calculation;BIM Clash Detection Session;0.5
26943;P-2022-058;EMP-8;24/03/2023;Site Visit;BIM Clash Detection Session;3.43
26944;P-2022-058;EMP-9;20/05/2023;Meeting;BIM Clash Detection Session;1.42
26945;P-2022-058;EMP-1;10/11/2022;Site Visit;Permitting Authority Review;1.44
26946;P-2022-058;EMP-11;12/06/2023;Design;Subcontractor Coordination;0.5
26947;P-2022-058;EMP-11;12/10/2022;Meeting;Internal Team Sync;2.71
26948;P-2022-058;EMP-2;23/04/2023;Site Visit;Permitting Authority Review;1.22
26949;P-2022-058;EMP-1;31/10/2022;Calculation;Internal Team Sync;2.97
26950;P-2022-058;EMP-3;18/11/2022;Meeting;BIM Clash Detection Session;0.5
26951;P-2022-058;EMP-2;09/06/2023;Site Visit;Client Design Review;1.56
26952;P-2022-058;EMP-8;07/06/2023;Meeting;Subcontractor Coordination;1.67
26953;P-2022-058;EMP-5;18/11/2022;Meeting;Client Design Review;1.13
26954;P-2022-058;EMP-5;20/03/2023;Meeting;BIM Clash Detection Session;1.41
26955;P-2022-058;EMP-10;30/03/2023;Site Visit;BIM Clash Detection Session;0.5
26956;P-2022-058;EMP-7;24/10/2022;Meeting;Internal Team Sync;3.69
26957;P-2022-058;EMP-6;16/03/2023;Drafting;Client Design Review;0.5
26958;P-2022-058;EMP-7;26/07/2023;Site Visit;Client Design Review;0.5
26959;P-2022-058;EMP-9;19/12/2022;Site Visit;BIM Clash Detection Session;2.02
26960;P-2022-058;EMP-7;03/02/2023;Drafting;Subcontractor Coordination;0.5
26961;P-2022-058;EMP-10;26/07/2023;Calculation;Permitting Authority Review;0.27
26962;P-2022-058;EMP-6;22/05/2023;Calculation;Internal Team Sync;2.59
26963;P-2022-058;EMP-7;09/01/2023;Design;Internal Team Sync;1.86
26964;P-2022-058;EMP-4;26/01/2023;Drafting;Permitting Authority Review;2.5
26965;P-2022-058;EMP-5;20/02/2023;Drafting;Client Design Review;0.5
26966;P-2022-058;EMP-4;26/11/2022;Meeting;Subcontractor Coordination;0.75
26967;P-2022-058;EMP-11;10/07/2023;Drafting;Subcontractor Coordination;0.5
26968;P-2022-058;EMP-7;30/01/2023;Drafting;Internal Team Sync;2.9
26969;P-2022-058;EMP-1;11/02/2023;Calculation;Internal Team Sync;0.97
26970;P-2022-058;EMP-2;15/11/2022;Calculation;Permitting Authority Review;2.64
26971;P-2022-058;EMP-10;21/02/2023;Design;BIM Clash Detection Session;0.66
26972;P-2022-058;EMP-9;25/11/2022;Site Visit;Internal Team Sync;0.5
26973;P-2022-058;EMP-2;29/05/2023;Site Visit;Subcontractor Coordination;0.66
26974;P-2022-058;EMP-10;02/06/2023;Drafting;Permitting Authority Review;1.59
26975;P-2022-058;EMP-7;09/04/2023;Design;Subcontractor Coordination;0.5
26976;P-2022-058;EMP-5;23/02/2023;Design;Permitting Authority Review;0.5
26977;P-2022-058;EMP-7;29/06/2023;Site Visit;Subcontractor Coordination;0.74
26978;P-2022-058;EMP-10;18/12/2022;Calculation;Permitting Authority Review;0.5
26979;P-2022-058;EMP-7;29/05/2023;Meeting;BIM Clash Detection Session;0.5
26980;P-2022-058;EMP-3;23/02/2023;Drafting;Subcontractor Coordination;0.5
26981;P-2022-058;EMP-5;23/05/2023;Drafting;Client Design Review;2.48
26982;P-2022-058;EMP-10;31/10/2022;Meeting;Permitting Authority Review;1.21
26983;P-2022-058;EMP-9;25/11/2022;Design;Subcontractor Coordination;2.54
26984;P-2022-058;EMP-1;18/05/2023;Calculation;Internal Team Sync;0.5
26985;P-2022-058;EMP-6;12/02/2023;Calculation;Permitting Authority Review;0.66
26986;P-2022-058;EMP-10;19/04/2023;Drafting;BIM Clash Detection Session;0.5
26987;P-2022-058;EMP-3;11/04/2023;Drafting;Internal Team Sync;1.87
26988;P-2022-058;EMP-1;01/11/2022;Meeting;Client Design Review;0.5
26989;P-2022-058;EMP-5;09/01/2023;Site Visit;Client Design Review;1.55
26990;P-2022-058;EMP-7;10/07/2023;Drafting;BIM Clash Detection Session;0.47
26991;P-2022-058;EMP-9;14/12/2022;Calculation;Internal Team Sync;0.5
26992;P-2022-058;EMP-10;06/08/2023;Site Visit;Subcontractor Coordination;1.14
26993;P-2022-058;EMP-6;10/10/2022;Calculation;BIM Clash Detection Session;2.1
26994;P-2022-058;EMP-1;13/04/2023;Meeting;Subcontractor Coordination;1.75
26995;P-2022-058;EMP-4;04/02/2023;Calculation;Client Design Review;0.5
26996;P-2022-058;EMP-4;18/06/2023;Meeting;Permitting Authority Review;0.73
26997;P-2022-058;EMP-7;19/04/2023;Site Visit;BIM Clash Detection Session;0.74
26998;P-2022-058;EMP-5;10/12/2022;Calculation;Client Design Review;2.11
26999;P-2022-058;EMP-9;20/07/2023;Design;Permitting Authority Review;0.5
27000;P-2022-058;EMP-1;07/11/2022;Site Visit;Client Design Review;1.28
27001;P-2022-058;EMP-10;14/11/2022;Meeting;Client Design Review;1.99
27002;P-2022-058;EMP-7;03/03/2023;Design;BIM Clash Detection Session;3.79
27003;P-2022-058;EMP-5;12/05/2023;Meeting;Permitting Authority Review;2.6
27004;P-2022-058;EMP-9;27/05/2023;Meeting;Existing Conditions Survey;3.31
27005;P-2022-058;EMP-11;12/06/2023;Drafting;Progress Inspection;3.53
27006;P-2022-058;EMP-6;20/12/2022;Calculation;Quality Check (QA/QC);0.5
27007;P-2022-058;EMP-7;29/06/2023;Design;Progress Inspection;1.43
27008;P-2022-058;EMP-11;03/05/2023;Site Visit;RFI Clarification;1.49
27009;P-2022-058;EMP-2;09/03/2023;Design;Existing Conditions Survey;0.5
27010;P-2022-058;EMP-3;26/09/2022;Calculation;Existing Conditions Survey;1.44
27011;P-2022-058;EMP-6;10/05/2023;Calculation;Progress Inspection;0.5
27012;P-2022-058;EMP-2;02/03/2023;Design;RFI Clarification;3.85
27013;P-2022-058;EMP-9;01/08/2023;Calculation;RFI Clarification;2.16
27014;P-2022-058;EMP-1;31/10/2022;Meeting;Progress Inspection;2.82
27015;P-2022-058;EMP-6;29/11/2022;Meeting;Progress Inspection;0.99
27016;P-2022-058;EMP-7;30/11/2022;Calculation;Progress Inspection;3.03
27017;P-2022-058;EMP-6;13/03/2023;Meeting;RFI Clarification;2.69
27018;P-2022-058;EMP-6;10/07/2023;Calculation;Existing Conditions Survey;0.5
27019;P-2022-058;EMP-2;15/11/2022;Design;RFI Clarification;2.72
27020;P-2022-058;EMP-1;02/05/2023;Meeting;RFI Clarification;0.5
27021;P-2022-058;EMP-2;16/05/2023;Site Visit;Progress Inspection;1.72
27022;P-2022-058;EMP-5;12/12/2022;Meeting;Quality Check (QA/QC);0.5
27023;P-2022-058;EMP-1;13/05/2023;Meeting;RFI Clarification;1.4
27024;P-2022-058;EMP-3;30/09/2022;Design;Punch List Generation;0.5
27025;P-2022-058;EMP-2;14/06/2023;Calculation;Existing Conditions Survey;2.56
27026;P-2022-058;EMP-4;06/12/2022;Drafting;Existing Conditions Survey;0.42
27027;P-2022-058;EMP-6;25/10/2022;Calculation;Progress Inspection;1.56
27028;P-2022-058;EMP-4;27/05/2023;Meeting;Progress Inspection;2.87
27029;P-2022-058;EMP-8;18/11/2022;Design;RFI Clarification;0.5
27030;P-2022-058;EMP-10;27/11/2022;Design;Quality Check (QA/QC);0.5
27031;P-2022-058;EMP-9;03/10/2022;Calculation;Progress Inspection;1.53
27032;P-2022-058;EMP-4;09/11/2022;Meeting;Quality Check (QA/QC);0.5
27033;P-2022-058;EMP-2;03/04/2023;Meeting;Existing Conditions Survey;2.22
27034;P-2022-058;EMP-9;07/02/2023;Calculation;Existing Conditions Survey;4.39
27035;P-2022-058;EMP-9;08/03/2023;Calculation;Existing Conditions Survey;1.16
27036;P-2022-058;EMP-5;07/02/2023;Calculation;Progress Inspection;1.14
27037;P-2022-058;EMP-2;23/09/2022;Meeting;Progress Inspection;3.14
27038;P-2022-058;EMP-1;27/03/2023;Design;Progress Inspection;3.84
27039;P-2022-058;EMP-7;30/12/2022;Meeting;RFI Clarification;0.5
27040;P-2022-058;EMP-4;19/01/2023;Meeting;Existing Conditions Survey;0.46
27041;P-2022-058;EMP-5;12/01/2023;Calculation;Quality Check (QA/QC);3.02
27042;P-2022-058;EMP-7;18/02/2023;Drafting;Existing Conditions Survey;0.5
27043;P-2022-058;EMP-11;04/12/2022;Meeting;Existing Conditions Survey;0.5
27044;P-2022-058;EMP-11;03/06/2023;Site Visit;Quality Check (QA/QC);0.5
27045;P-2022-058;EMP-8;29/12/2022;Design;Existing Conditions Survey;0.5
27046;P-2022-058;EMP-6;07/03/2023;Design;Punch List Generation;5.27
27047;P-2022-058;EMP-5;08/11/2022;Calculation;Progress Inspection;2.26
27048;P-2022-058;EMP-3;24/11/2022;Calculation;Existing Conditions Survey;3.81
