log_id;project_id;employee_id;date_logged;task_category;hours_worked
906;P-2022-030;EMP-2;17/08/2022;Calculation;5.99
907;P-2022-030;EMP-6;01/08/2022;Design;7.84
908;P-2022-030;EMP-6;24/08/2022;Meeting;5.63
909;P-2022-030;EMP-2;29/08/2022;Calculation;6.93
910;P-2022-030;EMP-2;29/07/2022;Design;5.27
911;P-2022-030;EMP-7;12/08/2022;Drafting;5.9
912;P-2022-030;EMP-5;10/08/2022;Calculation;8.9
913;P-2022-030;EMP-8;27/08/2022;Site Visit;7.84
914;P-2022-030;EMP-4;03/09/2022;Design;7.59
915;P-2022-030;EMP-5;22/08/2022;Design;8.88
916;P-2022-031;EMP-6;19/01/2023;Design;7.58
917;P-2022-031;EMP-6;07/12/2022;Calculation;6.18
918;P-2022-031;EMP-3;21/11/2022;Calculation;6.99
919;P-2022-031;EMP-4;10/01/2023;Calculation;7.92
920;P-2022-031;EMP-10;13/01/2023;Meeting;7.86
921;P-2022-031;EMP-6;21/01/2023;Design;10.28
922;P-2022-031;EMP-7;08/01/2023;Design;6.54
923;P-2022-031;EMP-10;17/12/2022;Drafting;7.99
924;P-2022-031;EMP-2;16/11/2022;Drafting;8.72
925;P-2022-031;EMP-5;18/11/2022;Drafting;9.0
926;P-2022-031;EMP-11;12/11/2022;Design;7.41
927;P-2022-031;EMP-4;07/12/2022;Meeting;6.81
928;P-2022-031;EMP-5;29/11/2022;Drafting;6.23
929;P-2022-031;EMP-4;24/12/2022;Drafting;9.61
930;P-2022-031;EMP-4;24/11/2022;Calculation;9.09
931;P-2022-031;EMP-10;30/12/2022;Design;10.3
932;P-2022-031;EMP-2;26/12/2022;Design;3.66
933;P-2022-031;EMP-7;12/12/2022;Calculation;6.85
934;P-2022-031;EMP-5;14/12/2022;Meeting;6.61
935;P-2022-031;EMP-2;31/12/2022;Drafting;8.28
936;P-2022-031;EMP-4;12/11/2022;Design;5.16
937;P-2022-031;EMP-5;23/01/2023;Site Visit;7.61
938;P-2022-031;EMP-1;18/11/2022;Design;9.16
939;P-2022-031;EMP-10;01/12/2022;Drafting;8.28
940;P-2022-031;EMP-8;06/12/2022;Meeting;6.43
941;P-2022-031;EMP-10;22/01/2023;Calculation;7.62
942;P-2022-031;EMP-1;11/01/2023;Design;7.32
943;P-2022-031;EMP-5;16/01/2023;Calculation;8.54
944;P-2022-031;EMP-5;07/01/2023;Site Visit;7.39
945;P-2022-031;EMP-7;10/12/2022;Drafting;6.77
946;P-2022-031;EMP-4;13/12/2022;Meeting;9.68
947;P-2022-031;EMP-11;22/12/2022;Drafting;5.63
948;P-2022-031;EMP-11;21/01/2023;Meeting;7.99
949;P-2022-031;EMP-4;10/01/2023;Drafting;5.72
950;P-2022-031;EMP-10;24/11/2022;Drafting;7.42
951;P-2022-032;EMP-1;11/05/2022;Meeting;6.88
952;P-2022-032;EMP-5;25/04/2022;Calculation;4.63
953;P-2022-032;EMP-6;20/04/2022;Drafting;2.26
954;P-2022-032;EMP-8;22/04/2022;Meeting;2.6
955;P-2022-032;EMP-3;06/05/2022;Drafting;3.74
956;P-2022-032;EMP-7;19/04/2022;Drafting;3.61
957;P-2022-032;EMP-9;26/04/2022;Calculation;5.04
958;P-2022-032;EMP-4;17/04/2022;Calculation;4.73
959;P-2022-032;EMP-5;15/04/2022;Meeting;3.42
960;P-2022-032;EMP-5;05/04/2022;Site Visit;3.46
961;P-2022-032;EMP-8;21/04/2022;Design;0.89
962;P-2022-032;EMP-2;23/04/2022;Drafting;5.28
963;P-2022-032;EMP-9;05/05/2022;Site Visit;1.67
964;P-2022-032;EMP-7;25/04/2022;Meeting;1.99
965;P-2022-032;EMP-5;27/04/2022;Drafting;3.67
966;P-2022-032;EMP-5;14/04/2022;Meeting;6.56
967;P-2022-032;EMP-7;18/04/2022;Calculation;1.78
968;P-2022-032;EMP-10;05/05/2022;Meeting;4.17
969;P-2022-032;EMP-9;11/05/2022;Design;3.38
970;P-2022-032;EMP-8;11/04/2022;Drafting;2.05
971;P-2022-032;EMP-8;09/05/2022;Meeting;3.75
972;P-2022-032;EMP-7;08/04/2022;Site Visit;3.51
973;P-2022-032;EMP-2;11/05/2022;Meeting;6.39
974;P-2022-032;EMP-4;12/05/2022;Meeting;2.84
975;P-2022-032;EMP-2;22/04/2022;Calculation;2.0
976;P-2022-032;EMP-8;11/05/2022;Site Visit;0.9
977;P-2022-032;EMP-5;10/04/2022;Site Visit;1.86
978;P-2022-032;EMP-10;09/04/2022;Drafting;1.65
979;P-2022-032;EMP-5;04/04/2022;Calculation;6.38
980;P-2022-033;EMP-3;30/03/2022;Calculation;10.53
981;P-2022-033;EMP-6;20/03/2022;Site Visit;10.52
982;P-2022-033;EMP-11;03/04/2022;Design;12.84
983;P-2022-033;EMP-3;30/04/2022;Calculation;12.57
984;P-2022-033;EMP-11;03/04/2022;Design;12.8
985;P-2022-033;EMP-4;23/03/2022;Meeting;13.05
986;P-2022-033;EMP-4;16/04/2022;Calculation;10.81
987;P-2022-033;EMP-3;08/04/2022;Site Visit;11.57
988;P-2022-033;EMP-7;26/04/2022;Site Visit;9.94
989;P-2022-033;EMP-6;12/03/2022;Drafting;12.34
990;P-2022-033;EMP-3;23/04/2022;Drafting;11.42
991;P-2022-033;EMP-9;02/04/2022;Design;11.32
992;P-2022-033;EMP-11;16/03/2022;Drafting;10.99
993;P-2022-033;EMP-8;25/03/2022;Design;12.17
994;P-2022-033;EMP-8;17/04/2022;Meeting;14.13
995;P-2022-033;EMP-11;24/04/2022;Calculation;10.67
996;P-2022-034;EMP-3;14/12/2022;Site Visit;3.11
997;P-2022-034;EMP-2;04/12/2022;Site Visit;0.5
998;P-2022-034;EMP-1;11/12/2022;Site Visit;2.54
999;P-2022-034;EMP-4;14/12/2022;Site Visit;3.18
1000;P-2022-034;EMP-5;03/12/2022;Site Visit;2.18
1001;P-2022-034;EMP-1;08/12/2022;Meeting;0.5
1002;P-2022-034;EMP-3;23/11/2022;Calculation;1.98
1003;P-2022-034;EMP-9;21/11/2022;Meeting;2.55
1004;P-2022-034;EMP-5;28/11/2022;Site Visit;0.5
1005;P-2022-034;EMP-5;15/12/2022;Calculation;1.02
1006;P-2022-034;EMP-7;20/11/2022;Design;6.74
1007;P-2022-034;EMP-10;15/12/2022;Calculation;1.22
1008;P-2022-034;EMP-9;27/11/2022;Drafting;0.86
1009;P-2022-034;EMP-2;25/11/2022;Site Visit;0.5
1010;P-2022-034;EMP-9;20/11/2022;Drafting;0.44
1011;P-2022-034;EMP-4;05/12/2022;Drafting;0.5
1012;P-2022-034;EMP-6;16/12/2022;Site Visit;3.84
1013;P-2022-034;EMP-5;30/11/2022;Drafting;1.13
1014;P-2022-034;EMP-4;27/11/2022;Calculation;0.92
1015;P-2022-034;EMP-1;05/12/2022;Site Visit;0.88
1016;P-2022-034;EMP-11;04/12/2022;Calculation;3.04
1017;P-2022-034;EMP-3;07/12/2022;Drafting;2.88
1018;P-2022-034;EMP-5;14/12/2022;Calculation;3.07
1019;P-2022-034;EMP-8;08/12/2022;Design;1.62
1020;P-2022-034;EMP-9;23/11/2022;Design;2.69
1021;P-2022-034;EMP-1;02/12/2022;Meeting;1.23
1022;P-2022-034;EMP-8;11/12/2022;Site Visit;0.67
1023;P-2022-034;EMP-3;07/12/2022;Meeting;2.95
1024;P-2022-034;EMP-6;05/12/2022;Calculation;3.58
1025;P-2022-034;EMP-5;02/12/2022;Meeting;0.47
1026;P-2022-034;EMP-1;04/12/2022;Calculation;1.21
1027;P-2022-035;EMP-3;24/04/2022;Site Visit;69.96
1028;P-2022-035;EMP-8;28/02/2022;Drafting;69.3
1029;P-2022-035;EMP-6;12/02/2022;Design;70.58
1030;P-2022-035;EMP-6;04/03/2022;Site Visit;68.89
1031;P-2022-035;EMP-10;19/03/2022;Drafting;70.06
1032;P-2022-035;EMP-5;08/01/2022;Design;71.3
1033;P-2022-035;EMP-11;05/01/2022;Meeting;73.04
1034;P-2022-036;EMP-2;04/03/2023;Drafting;60.85
1035;P-2022-036;EMP-11;07/12/2022;Meeting;61.4
1036;P-2022-036;EMP-5;03/01/2023;Site Visit;61.58
1037;P-2022-036;EMP-7;07/02/2023;Design;62.45
1038;P-2022-036;EMP-5;24/10/2022;Calculation;61.5
1039;P-2022-036;EMP-9;07/01/2023;Site Visit;60.68
1040;P-2022-036;EMP-6;19/01/2023;Calculation;58.8
1041;P-2022-036;EMP-6;13/09/2022;Design;59.11
1042;P-2022-036;EMP-3;11/08/2022;Site Visit;60.33
1043;P-2022-036;EMP-9;04/03/2023;Site Visit;59.48
1044;P-2022-036;EMP-10;19/01/2023;Design;60.73
1045;P-2022-036;EMP-7;15/11/2022;Meeting;60.57
1046;P-2022-036;EMP-11;13/12/2022;Drafting;62.71
1047;P-2022-036;EMP-9;25/01/2023;Meeting;61.42
1048;P-2022-036;EMP-2;24/02/2023;Design;62.21
1049;P-2022-036;EMP-2;11/03/2023;Design;60.79
1050;P-2022-037;EMP-1;23/05/2022;Site Visit;26.12
1051;P-2022-037;EMP-6;17/04/2022;Drafting;26.92
1052;P-2022-037;EMP-3;19/06/2022;Drafting;27.5
1053;P-2022-037;EMP-1;17/06/2022;Site Visit;28.25
1054;P-2022-037;EMP-11;16/03/2022;Drafting;27.93
1055;P-2022-037;EMP-4;21/04/2022;Site Visit;26.98
1056;P-2022-037;EMP-3;06/06/2022;Meeting;26.2
1057;P-2022-037;EMP-1;28/04/2022;Site Visit;27.07
1058;P-2022-037;EMP-3;11/05/2022;Meeting;26.48
1059;P-2022-037;EMP-4;02/05/2022;Calculation;26.55
1060;P-2022-037;EMP-7;29/06/2022;Drafting;25.21
1061;P-2022-037;EMP-5;04/07/2022;Site Visit;28.15
1062;P-2022-037;EMP-7;31/03/2022;Drafting;25.83
1063;P-2022-037;EMP-3;10/04/2022;Design;28.83
1064;P-2022-037;EMP-11;05/04/2022;Calculation;26.75
1065;P-2022-037;EMP-1;21/03/2022;Meeting;27.48
1066;P-2022-037;EMP-9;11/03/2022;Calculation;30.1
1067;P-2022-038;EMP-11;23/03/2022;Drafting;3.19
1068;P-2022-038;EMP-10;21/03/2022;Calculation;1.34
1069;P-2022-038;EMP-1;09/03/2022;Meeting;2.14
1070;P-2022-038;EMP-9;26/02/2022;Meeting;3.18
1071;P-2022-038;EMP-6;22/03/2022;Meeting;2.53
1072;P-2022-038;EMP-4;26/02/2022;Calculation;0.5
1073;P-2022-038;EMP-11;17/03/2022;Calculation;1.46
1074;P-2022-038;EMP-11;21/03/2022;Design;1.41
1075;P-2022-038;EMP-10;22/03/2022;Meeting;0.48
1076;P-2022-038;EMP-10;14/03/2022;Calculation;1.89
1077;P-2022-038;EMP-10;02/03/2022;Site Visit;3.88
1078;P-2022-038;EMP-7;18/03/2022;Design;0.44
1079;P-2022-038;EMP-5;21/02/2022;Calculation;0.37
1080;P-2022-038;EMP-5;02/03/2022;Drafting;1.72
1081;P-2022-038;EMP-11;07/03/2022;Drafting;1.46
1082;P-2022-038;EMP-6;03/03/2022;Site Visit;1.6
1083;P-2022-038;EMP-4;06/03/2022;Calculation;1.08
1084;P-2022-038;EMP-10;19/03/2022;Site Visit;1.45
1085;P-2022-038;EMP-3;12/03/2022;Drafting;0.5
1086;P-2022-038;EMP-2;10/03/2022;Site Visit;1.69
1087;P-2022-038;EMP-6;04/03/2022;Drafting;3.37
1088;P-2022-038;EMP-5;23/02/2022;Site Visit;0.5
1089;P-2022-038;EMP-1;20/02/2022;Drafting;4.3
1090;P-2022-038;EMP-4;07/03/2022;Site Visit;1.79
1091;P-2022-038;EMP-9;08/03/2022;Design;3.06
1092;P-2022-038;EMP-9;10/03/2022;Site Visit;1.93
1093;P-2022-038;EMP-7;20/02/2022;Design;1.73
1094;P-2022-038;EMP-8;22/02/2022;Meeting;1.66
1095;P-2022-038;EMP-3;16/03/2022;Calculation;0.5
1096;P-2022-038;EMP-3;11/03/2022;Design;0.69
1097;P-2022-038;EMP-8;14/03/2022;Meeting;1.61
1098;P-2022-038;EMP-9;10/03/2022;Site Visit;1.67
1099;P-2022-038;EMP-7;10/03/2022;Design;0.86
1100;P-2022-038;EMP-3;21/03/2022;Calculation;3.53
1101;P-2022-038;EMP-5;25/02/2022;Calculation;2.32
1102;P-2022-038;EMP-1;19/03/2022;Design;0.88
1103;P-2022-038;EMP-7;21/02/2022;Site Visit;1.18
1104;P-2022-038;EMP-3;23/03/2022;Design;0.56
1105;P-2022-038;EMP-6;27/02/2022;Design;0.39
1106;P-2022-038;EMP-2;24/02/2022;Site Visit;1.52
1107;P-2022-038;EMP-5;23/03/2022;Meeting;1.45
1108;P-2022-038;EMP-1;14/03/2022;Design;2.17
1109;P-2022-038;EMP-10;17/03/2022;Drafting;0.53
1110;P-2022-038;EMP-3;20/03/2022;Meeting;4.59
1111;P-2022-038;EMP-6;09/03/2022;Site Visit;0.95
1112;P-2022-038;EMP-7;26/02/2022;Site Visit;5.36
1113;P-2022-038;EMP-6;22/02/2022;Drafting;0.5
1114;P-2022-038;EMP-4;07/03/2022;Design;2.4
1115;P-2022-038;EMP-11;02/03/2022;Meeting;0.55
1116;P-2022-038;EMP-9;02/03/2022;Calculation;0.5
1117;P-2022-038;EMP-6;01/03/2022;Meeting;1.6
1118;P-2022-039;EMP-10;12/08/2022;Design;15.51
1119;P-2022-039;EMP-7;07/10/2022;Design;10.89
1120;P-2022-039;EMP-7;06/08/2022;Drafting;12.4
1121;P-2022-039;EMP-6;02/08/2022;Calculation;13.22
1122;P-2022-039;EMP-11;23/07/2022;Meeting;12.4
1123;P-2022-039;EMP-9;26/08/2022;Drafting;12.03
1124;P-2022-039;EMP-11;30/09/2022;Drafting;13.69
1125;P-2022-039;EMP-9;22/09/2022;Meeting;13.31
1126;P-2022-039;EMP-5;31/10/2022;Calculation;13.02
1127;P-2022-039;EMP-4;01/11/2022;Meeting;9.75
1128;P-2022-039;EMP-9;30/07/2022;Design;12.29
1129;P-2022-039;EMP-6;27/10/2022;Site Visit;12.76
1130;P-2022-039;EMP-11;23/08/2022;Drafting;13.06
1131;P-2022-039;EMP-6;07/10/2022;Drafting;9.94
1132;P-2022-039;EMP-8;02/08/2022;Design;11.25
1133;P-2022-039;EMP-4;11/09/2022;Calculation;13.21
1134;P-2022-039;EMP-8;04/07/2022;Design;10.37
1135;P-2022-039;EMP-5;10/09/2022;Calculation;14.23
1136;P-2022-039;EMP-10;21/10/2022;Design;13.78
1137;P-2022-039;EMP-2;29/06/2022;Calculation;10.24
1138;P-2022-039;EMP-11;17/11/2022;Site Visit;13.54
1139;P-2022-039;EMP-11;24/09/2022;Drafting;10.9
1140;P-2022-039;EMP-11;09/11/2022;Calculation;11.45
1141;P-2022-039;EMP-3;08/07/2022;Calculation;10.98
1142;P-2022-039;EMP-10;25/08/2022;Design;12.94
1143;P-2022-039;EMP-2;06/07/2022;Meeting;11.58
1144;P-2022-039;EMP-9;12/09/2022;Meeting;11.88
1145;P-2022-039;EMP-2;01/11/2022;Calculation;13.34
1146;P-2022-039;EMP-1;11/07/2022;Calculation;12.57
1147;P-2022-039;EMP-8;19/07/2022;Site Visit;11.62
1148;P-2022-039;EMP-2;31/10/2022;Site Visit;14.69
1149;P-2022-039;EMP-2;27/10/2022;Site Visit;11.9
1150;P-2022-039;EMP-10;18/07/2022;Design;12.54
1151;P-2022-039;EMP-2;10/08/2022;Calculation;13.63
1152;P-2022-039;EMP-8;18/09/2022;Site Visit;12.29
1153;P-2022-039;EMP-11;21/09/2022;Meeting;13.45
1154;P-2022-039;EMP-5;28/07/2022;Meeting;13.18
1155;P-2022-039;EMP-6;17/11/2022;Meeting;13.81
1156;P-2022-039;EMP-9;10/08/2022;Calculation;11.37
1157;P-2022-039;EMP-1;27/06/2022;Site Visit;12.92
1158;P-2022-039;EMP-3;25/08/2022;Drafting;10.82
1159;P-2022-039;EMP-9;27/09/2022;Calculation;12.88
1160;P-2022-039;EMP-11;23/09/2022;Design;11.36
1161;P-2022-039;EMP-7;27/10/2022;Calculation;10.84
1162;P-2022-039;EMP-8;10/10/2022;Calculation;15.13
1163;P-2022-039;EMP-7;09/10/2022;Drafting;12.42
1164;P-2022-039;EMP-9;14/07/2022;Design;15.25
1165;P-2022-039;EMP-8;09/08/2022;Site Visit;12.09
1166;P-2022-039;EMP-4;19/08/2022;Design;9.29
1167;P-2022-040;EMP-9;15/08/2022;Design;4.38
1168;P-2022-040;EMP-10;03/08/2022;Calculation;5.5
1169;P-2022-040;EMP-5;13/07/2022;Drafting;6.97
1170;P-2022-040;EMP-5;14/08/2022;Design;3.55
1171;P-2022-040;EMP-6;19/06/2022;Design;5.28
1172;P-2022-040;EMP-4;31/07/2022;Site Visit;3.26
1173;P-2022-040;EMP-1;30/06/2022;Drafting;5.49
1174;P-2022-040;EMP-1;29/08/2022;Calculation;5.24
1175;P-2022-040;EMP-3;05/08/2022;Meeting;4.94
1176;P-2022-040;EMP-11;06/07/2022;Design;5.88
1177;P-2022-040;EMP-5;28/07/2022;Site Visit;5.7
1178;P-2022-040;EMP-3;25/07/2022;Design;7.07
1179;P-2022-040;EMP-11;27/06/2022;Meeting;5.93
1180;P-2022-040;EMP-7;24/06/2022;Drafting;6.31
1181;P-2022-040;EMP-2;02/08/2022;Design;4.56
1182;P-2022-040;EMP-7;20/07/2022;Drafting;6.79
1183;P-2022-040;EMP-2;25/06/2022;Design;8.35
1184;P-2022-040;EMP-1;12/08/2022;Drafting;4.88
1185;P-2022-040;EMP-3;19/06/2022;Drafting;6.55
1186;P-2022-040;EMP-6;30/06/2022;Site Visit;6.45
1187;P-2022-040;EMP-7;24/07/2022;Site Visit;6.93
1188;P-2022-040;EMP-6;08/07/2022;Calculation;6.55
1189;P-2022-040;EMP-7;31/08/2022;Meeting;3.05
1190;P-2022-040;EMP-10;04/08/2022;Calculation;8.9
1191;P-2022-040;EMP-8;26/08/2022;Design;5.92
1192;P-2022-040;EMP-8;21/06/2022;Design;6.12
1193;P-2022-040;EMP-10;04/08/2022;Drafting;8.68
1194;P-2022-040;EMP-8;27/06/2022;Site Visit;5.05
1195;P-2022-040;EMP-9;21/06/2022;Site Visit;6.05
1196;P-2022-040;EMP-9;17/07/2022;Drafting;4.73
1197;P-2022-040;EMP-11;13/07/2022;Meeting;2.78
1198;P-2022-040;EMP-11;06/07/2022;Meeting;10.02
1199;P-2022-040;EMP-9;05/08/2022;Design;5.9
1200;P-2022-040;EMP-6;04/07/2022;Site Visit;6.41
1201;P-2022-040;EMP-10;27/06/2022;Design;6.53
1202;P-2022-040;EMP-3;17/07/2022;Calculation;7.86
1203;P-2022-040;EMP-6;30/07/2022;Calculation;7.84
1204;P-2022-040;EMP-3;23/07/2022;Meeting;4.95
1205;P-2022-040;EMP-4;28/07/2022;Design;6.84
1206;P-2022-040;EMP-2;29/06/2022;Site Visit;5.23
1207;P-2022-040;EMP-3;03/07/2022;Design;5.3
1208;P-2022-040;EMP-7;05/07/2022;Meeting;7.12
1209;P-2022-040;EMP-5;10/07/2022;Drafting;5.64
1210;P-2022-040;EMP-5;11/07/2022;Calculation;5.21
1211;P-2022-040;EMP-1;27/06/2022;Drafting;8.28
1212;P-2022-040;EMP-2;27/06/2022;Site Visit;7.49
1213;P-2022-040;EMP-4;31/08/2022;Meeting;7.1
1214;P-2022-040;EMP-4;30/08/2022;Meeting;4.45
1215;P-2022-040;EMP-10;26/08/2022;Meeting;6.32
1216;P-2022-041;EMP-3;15/10/2022;Meeting;0.55
1217;P-2022-041;EMP-8;11/10/2022;Calculation;2.11
1218;P-2022-041;EMP-5;16/10/2022;Calculation;1.79
1219;P-2022-041;EMP-5;15/10/2022;Site Visit;0.5
1220;P-2022-041;EMP-5;29/10/2022;Calculation;2.7
1221;P-2022-041;EMP-6;16/10/2022;Calculation;2.85
1222;P-2022-041;EMP-6;16/10/2022;Calculation;1.78
1223;P-2022-041;EMP-9;30/10/2022;Drafting;0.5
1224;P-2022-041;EMP-11;26/10/2022;Design;3.14
1225;P-2022-041;EMP-7;03/11/2022;Drafting;2.83
1226;P-2022-041;EMP-9;16/10/2022;Design;3.06
1227;P-2022-041;EMP-3;28/10/2022;Calculation;2.36
1228;P-2022-041;EMP-8;11/10/2022;Site Visit;1.83
1229;P-2022-041;EMP-5;21/10/2022;Calculation;3.2
1230;P-2022-041;EMP-2;20/10/2022;Calculation;0.5
1231;P-2022-041;EMP-4;05/11/2022;Site Visit;2.68
1232;P-2022-041;EMP-3;20/10/2022;Design;1.02
1233;P-2022-041;EMP-2;27/10/2022;Drafting;0.87
1234;P-2022-041;EMP-2;17/10/2022;Site Visit;2.77
1235;P-2022-041;EMP-7;30/10/2022;Calculation;5.11
1236;P-2022-041;EMP-7;19/10/2022;Drafting;4.36
1237;P-2022-041;EMP-9;11/10/2022;Design;2.24
1238;P-2022-041;EMP-4;16/10/2022;Design;3.2
1239;P-2022-041;EMP-6;16/10/2022;Meeting;1.31
1240;P-2022-041;EMP-11;16/10/2022;Design;0.5
1241;P-2022-041;EMP-11;05/11/2022;Meeting;0.86
1242;P-2022-041;EMP-2;05/11/2022;Design;3.58
1243;P-2022-041;EMP-2;28/10/2022;Site Visit;2.26
1244;P-2022-041;EMP-3;20/10/2022;Drafting;1.83
1245;P-2022-042;EMP-2;21/01/2022;Site Visit;8.29
1246;P-2022-042;EMP-3;11/03/2022;Calculation;3.04
1247;P-2022-042;EMP-7;13/03/2022;Meeting;5.82
1248;P-2022-042;EMP-4;11/02/2022;Design;3.22
1249;P-2022-042;EMP-8;08/02/2022;Drafting;7.54
1250;P-2022-042;EMP-11;14/02/2022;Site Visit;4.4
1251;P-2022-042;EMP-3;28/01/2022;Drafting;4.35
1252;P-2022-042;EMP-11;14/03/2022;Calculation;5.2
1253;P-2022-042;EMP-7;02/03/2022;Drafting;4.5
1254;P-2022-042;EMP-11;19/02/2022;Site Visit;5.68
1255;P-2022-042;EMP-7;22/01/2022;Site Visit;4.11
1256;P-2022-042;EMP-8;08/03/2022;Calculation;5.03
1257;P-2022-042;EMP-7;23/03/2022;Design;5.0
1258;P-2022-042;EMP-1;12/02/2022;Site Visit;3.63
1259;P-2022-042;EMP-3;24/03/2022;Site Visit;3.77
1260;P-2022-042;EMP-8;15/03/2022;Design;7.12
1261;P-2022-042;EMP-3;11/02/2022;Meeting;4.93
1262;P-2022-042;EMP-9;12/02/2022;Meeting;2.89
1263;P-2022-042;EMP-6;03/02/2022;Meeting;6.95
1264;P-2022-042;EMP-2;24/01/2022;Drafting;6.45
1265;P-2022-042;EMP-6;19/03/2022;Meeting;5.15
1266;P-2022-042;EMP-7;15/03/2022;Meeting;4.81
1267;P-2022-042;EMP-3;19/01/2022;Site Visit;5.68
1268;P-2022-042;EMP-11;19/01/2022;Calculation;3.04
1269;P-2022-042;EMP-9;19/03/2022;Design;5.39
1270;P-2022-042;EMP-6;27/02/2022;Meeting;4.63
1271;P-2022-042;EMP-1;24/03/2022;Drafting;6.51
1272;P-2022-042;EMP-10;03/02/2022;Calculation;8.41
1273;P-2022-042;EMP-11;17/03/2022;Design;2.8
1274;P-2022-042;EMP-1;22/01/2022;Drafting;4.02
1275;P-2022-042;EMP-1;10/03/2022;Drafting;5.67
1276;P-2022-042;EMP-2;18/01/2022;Meeting;4.05
1277;P-2022-042;EMP-8;02/02/2022;Site Visit;4.57
1278;P-2022-042;EMP-10;20/03/2022;Site Visit;3.82
1279;P-2022-042;EMP-5;20/03/2022;Calculation;5.16
1280;P-2022-042;EMP-2;20/03/2022;Site Visit;5.07
1281;P-2022-042;EMP-1;08/03/2022;Design;4.89
1282;P-2022-042;EMP-8;18/01/2022;Site Visit;3.32
1283;P-2022-042;EMP-8;18/02/2022;Meeting;4.89
1284;P-2022-042;EMP-5;03/02/2022;Design;3.58
1285;P-2022-042;EMP-1;25/02/2022;Meeting;6.44
1286;P-2022-042;EMP-3;25/01/2022;Drafting;3.91
1287;P-2022-042;EMP-5;17/02/2022;Calculation;4.56
1288;P-2022-042;EMP-1;08/02/2022;Site Visit;7.89
1289;P-2022-042;EMP-9;28/01/2022;Drafting;5.36
1290;P-2022-042;EMP-10;21/01/2022;Design;7.47
1291;P-2022-042;EMP-1;24/03/2022;Design;4.96
1292;P-2022-042;EMP-3;22/01/2022;Meeting;4.0
1293;P-2022-042;EMP-8;13/01/2022;Calculation;0.84
1294;P-2022-042;EMP-6;14/01/2022;Drafting;8.18
1295;P-2022-043;EMP-7;02/07/2022;Drafting;5.3
1296;P-2022-043;EMP-1;31/05/2022;Calculation;0.42
1297;P-2022-043;EMP-4;02/07/2022;Site Visit;2.14
1298;P-2022-043;EMP-4;02/06/2022;Drafting;0.68
1299;P-2022-043;EMP-4;07/07/2022;Meeting;0.88
1300;P-2022-043;EMP-2;25/06/2022;Design;0.5
1301;P-2022-043;EMP-8;24/05/2022;Calculation;2.33
1302;P-2022-043;EMP-2;15/06/2022;Drafting;2.32
1303;P-2022-043;EMP-6;31/05/2022;Design;2.82
1304;P-2022-043;EMP-6;08/07/2022;Design;3.14
1305;P-2022-043;EMP-8;08/06/2022;Calculation;2.6
1306;P-2022-043;EMP-2;04/07/2022;Drafting;3.41
1307;P-2022-043;EMP-2;13/06/2022;Calculation;1.83
1308;P-2022-043;EMP-11;19/06/2022;Design;1.86
1309;P-2022-043;EMP-5;27/05/2022;Meeting;4.47
1310;P-2022-043;EMP-7;02/06/2022;Meeting;0.85
1311;P-2022-043;EMP-7;06/06/2022;Calculation;4.69
1312;P-2022-043;EMP-7;02/06/2022;Design;3.56
1313;P-2022-043;EMP-7;06/07/2022;Drafting;0.5
1314;P-2022-043;EMP-10;26/05/2022;Calculation;3.35
1315;P-2022-043;EMP-7;26/06/2022;Drafting;2.49
1316;P-2022-043;EMP-4;04/07/2022;Meeting;4.35
1317;P-2022-043;EMP-5;15/06/2022;Calculation;0.53
1318;P-2022-043;EMP-4;08/06/2022;Calculation;2.38
1319;P-2022-043;EMP-11;13/06/2022;Calculation;1.82
1320;P-2022-043;EMP-8;26/06/2022;Design;4.84
1321;P-2022-043;EMP-7;05/07/2022;Calculation;2.07
1322;P-2022-043;EMP-3;03/06/2022;Calculation;2.1
1323;P-2022-043;EMP-1;23/06/2022;Design;3.66
1324;P-2022-043;EMP-9;24/06/2022;Drafting;0.47
1325;P-2022-043;EMP-5;03/06/2022;Design;0.5
1326;P-2022-043;EMP-7;21/06/2022;Calculation;1.3
1327;P-2022-043;EMP-9;04/06/2022;Design;0.59
1328;P-2022-043;EMP-10;02/07/2022;Design;3.13
1329;P-2022-043;EMP-11;04/06/2022;Meeting;4.84
1330;P-2022-043;EMP-1;26/05/2022;Calculation;1.54
1331;P-2022-043;EMP-9;07/07/2022;Meeting;2.76
1332;P-2022-043;EMP-4;21/06/2022;Drafting;3.03
1333;P-2022-043;EMP-4;26/05/2022;Meeting;3.27
1334;P-2022-043;EMP-6;04/07/2022;Meeting;2.42
1335;P-2022-043;EMP-11;26/06/2022;Drafting;1.5
1336;P-2022-043;EMP-4;04/07/2022;Drafting;2.23
1337;P-2022-043;EMP-8;16/06/2022;Meeting;4.99
1338;P-2022-043;EMP-10;29/05/2022;Calculation;0.82
1339;P-2022-043;EMP-6;29/05/2022;Calculation;3.54
1340;P-2022-043;EMP-10;19/06/2022;Calculation;0.5
1341;P-2022-043;EMP-6;03/07/2022;Calculation;5.84
1342;P-2022-043;EMP-11;02/07/2022;Design;5.5
1343;P-2022-043;EMP-1;10/06/2022;Drafting;2.85
1344;P-2022-043;EMP-10;07/07/2022;Drafting;2.68
1345;P-2022-043;EMP-5;08/07/2022;Meeting;0.5
1346;P-2022-043;EMP-2;11/06/2022;Design;3.95
1347;P-2022-043;EMP-4;09/06/2022;Calculation;3.11
