log_id;project_id;employee_id;date_logged;task_category;hours_worked;project_type;material_type;surface_area_m2;num_levels;start_date;end_date;is_winter;floor_area_ratio
1224;P-2022-041;EMP-11;26/10/2022;Design;3.14;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1225;P-2022-041;EMP-7;03/11/2022;Drafting;2.83;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1226;P-2022-041;EMP-9;16/10/2022;Design;3.06;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1227;P-2022-041;EMP-3;28/10/2022;Calculation;2.36;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1228;P-2022-041;EMP-8;11/10/2022;Site Visit;1.83;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1229;P-2022-041;EMP-5;21/10/2022;Calculation;3.2;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1230;P-2022-041;EMP-2;20/10/2022;Calculation;0.5;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1231;P-2022-041;EMP-4;05/11/2022;Site Visit;2.68;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1232;P-2022-041;EMP-3;20/10/2022;Design;1.02;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1233;P-2022-041;EMP-2;27/10/2022;Drafting;0.87;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1234;P-2022-041;EMP-2;17/10/2022;Site Visit;2.77;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1235;P-2022-041;EMP-7;30/10/2022;Calculation;5.11;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1236;P-2022-041;EMP-7;19/10/2022;Drafting;4.36;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1237;P-2022-041;EMP-9;11/10/2022;Design;2.24;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1238;P-2022-041;EMP-4;16/10/2022;Design;3.2;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1239;P-2022-041;EMP-6;16/10/2022;Meeting;1.31;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1240;P-2022-041;EMP-11;16/10/2022;Design;0.5;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1241;P-2022-041;EMP-11;05/11/2022;Meeting;0.86;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1242;P-2022-041;EMP-2;05/11/2022;Design;3.58;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1243;P-2022-041;EMP-2;28/10/2022;Site Visit;2.26;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1244;P-2022-041;EMP-3;20/10/2022;Drafting;1.83;Residential;Wood;108;2;11/10/2022;06/11/2022;0;54
1245;P-2022-042;EMP-2;21/01/2022;Site Visit;8.29;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1246;P-2022-042;EMP-3;11/03/2022;Calculation;3.04;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1247;P-2022-042;EMP-7;13/03/2022;Meeting;5.82;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1248;P-2022-042;EMP-4;11/02/2022;Design;3.22;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1249;P-2022-042;EMP-8;08/02/2022;Drafting;7.54;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1250;P-2022-042;EMP-11;14/02/2022;Site Visit;4.4;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1251;P-2022-042;EMP-3;28/01/2022;Drafting;4.35;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1252;P-2022-042;EMP-11;14/03/2022;Calculation;5.2;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1253;P-2022-042;EMP-7;02/03/2022;Drafting;4.5;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1254;P-2022-042;EMP-11;19/02/2022;Site Visit;5.68;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1255;P-2022-042;EMP-7;22/01/2022;Site Visit;4.11;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1256;P-2022-042;EMP-8;08/03/2022;Calculation;5.03;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1257;P-2022-042;EMP-7;23/03/2022;Design;5;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1258;P-2022-042;EMP-1;12/02/2022;Site Visit;3.63;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1259;P-2022-042;EMP-3;24/03/2022;Site Visit;3.77;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1260;P-2022-042;EMP-8;15/03/2022;Design;7.12;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1261;P-2022-042;EMP-3;11/02/2022;Meeting;4.93;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1262;P-2022-042;EMP-9;12/02/2022;Meeting;2.89;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1263;P-2022-042;EMP-6;03/02/2022;Meeting;6.95;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1264;P-2022-042;EMP-2;24/01/2022;Drafting;6.45;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1265;P-2022-042;EMP-6;19/03/2022;Meeting;5.15;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1266;P-2022-042;EMP-7;15/03/2022;Meeting;4.81;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1267;P-2022-042;EMP-3;19/01/2022;Site Visit;5.68;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1268;P-2022-042;EMP-11;19/01/2022;Calculation;3.04;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1269;P-2022-042;EMP-9;19/03/2022;Design;5.39;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1270;P-2022-042;EMP-6;27/02/2022;Meeting;4.63;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1271;P-2022-042;EMP-1;24/03/2022;Drafting;6.51;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1272;P-2022-042;EMP-10;03/02/2022;Calculation;8.41;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1273;P-2022-042;EMP-11;17/03/2022;Design;2.8;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1274;P-2022-042;EMP-1;22/01/2022;Drafting;4.02;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1275;P-2022-042;EMP-1;10/03/2022;Drafting;5.67;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1276;P-2022-042;EMP-2;18/01/2022;Meeting;4.05;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1277;P-2022-042;EMP-8;02/02/2022;Site Visit;4.57;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1278;P-2022-042;EMP-10;20/03/2022;Site Visit;3.82;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1279;P-2022-042;EMP-5;20/03/2022;Calculation;5.16;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1280;P-2022-042;EMP-2;20/03/2022;Site Visit;5.07;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1281;P-2022-042;EMP-1;08/03/2022;Design;4.89;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1282;P-2022-042;EMP-8;18/01/2022;Site Visit;3.32;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1283;P-2022-042;EMP-8;18/02/2022;Meeting;4.89;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1284;P-2022-042;EMP-5;03/02/2022;Design;3.58;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1285;P-2022-042;EMP-1;25/02/2022;Meeting;6.44;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1286;P-2022-042;EMP-3;25/01/2022;Drafting;3.91;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1287;P-2022-042;EMP-5;17/02/2022;Calculation;4.56;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1288;P-2022-042;EMP-1;08/02/2022;Site Visit;7.89;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1289;P-2022-042;EMP-9;28/01/2022;Drafting;5.36;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1290;P-2022-042;EMP-10;21/01/2022;Design;7.47;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1291;P-2022-042;EMP-1;24/03/2022;Design;4.96;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1292;P-2022-042;EMP-3;22/01/2022;Meeting;4;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1293;P-2022-042;EMP-8;13/01/2022;Calculation;0.84;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1294;P-2022-042;EMP-6;14/01/2022;Drafting;8.18;Commercial;Wood;1953;2;11/01/2022;25/03/2022;1;976.5
1295;P-2022-043;EMP-7;02/07/2022;Drafting;5.3;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1296;P-2022-043;EMP-1;31/05/2022;Calculation;0.42;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1297;P-2022-043;EMP-4;02/07/2022;Site Visit;2.14;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1298;P-2022-043;EMP-4;02/06/2022;Drafting;0.68;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1299;P-2022-043;EMP-4;07/07/2022;Meeting;0.88;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1300;P-2022-043;EMP-2;25/06/2022;Design;0.5;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1301;P-2022-043;EMP-8;24/05/2022;Calculation;2.33;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1302;P-2022-043;EMP-2;15/06/2022;Drafting;2.32;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1303;P-2022-043;EMP-6;31/05/2022;Design;2.82;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1304;P-2022-043;EMP-6;08/07/2022;Design;3.14;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1305;P-2022-043;EMP-8;08/06/2022;Calculation;2.6;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1306;P-2022-043;EMP-2;04/07/2022;Drafting;3.41;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1307;P-2022-043;EMP-2;13/06/2022;Calculation;1.83;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1308;P-2022-043;EMP-11;19/06/2022;Design;1.86;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1309;P-2022-043;EMP-5;27/05/2022;Meeting;4.47;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1310;P-2022-043;EMP-7;02/06/2022;Meeting;0.85;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1311;P-2022-043;EMP-7;06/06/2022;Calculation;4.69;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1312;P-2022-043;EMP-7;02/06/2022;Design;3.56;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1313;P-2022-043;EMP-7;06/07/2022;Drafting;0.5;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1314;P-2022-043;EMP-10;26/05/2022;Calculation;3.35;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1315;P-2022-043;EMP-7;26/06/2022;Drafting;2.49;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1316;P-2022-043;EMP-4;04/07/2022;Meeting;4.35;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1317;P-2022-043;EMP-5;15/06/2022;Calculation;0.53;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1318;P-2022-043;EMP-4;08/06/2022;Calculation;2.38;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1319;P-2022-043;EMP-11;13/06/2022;Calculation;1.82;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1320;P-2022-043;EMP-8;26/06/2022;Design;4.84;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1321;P-2022-043;EMP-7;05/07/2022;Calculation;2.07;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1322;P-2022-043;EMP-3;03/06/2022;Calculation;2.1;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1323;P-2022-043;EMP-1;23/06/2022;Design;3.66;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1324;P-2022-043;EMP-9;24/06/2022;Drafting;0.47;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1325;P-2022-043;EMP-5;03/06/2022;Design;0.5;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1326;P-2022-043;EMP-7;21/06/2022;Calculation;1.3;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1327;P-2022-043;EMP-9;04/06/2022;Design;0.59;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1328;P-2022-043;EMP-10;02/07/2022;Design;3.13;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1329;P-2022-043;EMP-11;04/06/2022;Meeting;4.84;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1330;P-2022-043;EMP-1;26/05/2022;Calculation;1.54;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1331;P-2022-043;EMP-9;07/07/2022;Meeting;2.76;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1332;P-2022-043;EMP-4;21/06/2022;Drafting;3.03;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1333;P-2022-043;EMP-4;26/05/2022;Meeting;3.27;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1334;P-2022-043;EMP-6;04/07/2022;Meeting;2.42;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1335;P-2022-043;EMP-11;26/06/2022;Drafting;1.5;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1336;P-2022-043;EMP-4;04/07/2022;Drafting;2.23;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1337;P-2022-043;EMP-8;16/06/2022;Meeting;4.99;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1338;P-2022-043;EMP-10;29/05/2022;Calculation;0.82;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1339;P-2022-043;EMP-6;29/05/2022;Calculation;3.54;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1340;P-2022-043;EMP-10;19/06/2022;Calculation;0.5;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1341;P-2022-043;EMP-6;03/07/2022;Calculation;5.84;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1342;P-2022-043;EMP-11;02/07/2022;Design;5.5;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1343;P-2022-043;EMP-1;10/06/2022;Drafting;2.85;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1344;P-2022-043;EMP-10;07/07/2022;Drafting;2.68;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1345;P-2022-043;EMP-5;08/07/2022;Meeting;0.5;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1346;P-2022-043;EMP-2;11/06/2022;Design;3.95;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1347;P-2022-043;EMP-4;09/06/2022;Calculation;3.11;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1348;P-2022-043;EMP-4;15/06/2022;Design;2.5;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1349;P-2022-043;EMP-11;29/05/2022;Meeting;1.05;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1350;P-2022-043;EMP-1;09/06/2022;Drafting;1.76;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1351;P-2022-043;EMP-9;30/06/2022;Site Visit;3.51;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1352;P-2022-043;EMP-3;04/07/2022;Drafting;3.27;Commercial;Wood;994;3;24/05/2022;10/07/2022;0;3.313.333.333
1353;P-2022-044;EMP-11;29/11/2022;Drafting;10.7;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;0;4352
1354;P-2022-044;EMP-8;25/01/2023;Design;15.84;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1355;P-2022-044;EMP-4;29/01/2023;Site Visit;13.45;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1356;P-2022-044;EMP-11;02/02/2023;Drafting;12.23;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1357;P-2022-044;EMP-2;06/04/2023;Calculation;14.81;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;0;4352
1358;P-2022-044;EMP-11;28/12/2022;Design;12.1;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1359;P-2022-044;EMP-8;16/02/2023;Design;13.64;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1360;P-2022-044;EMP-8;19/02/2023;Drafting;11.87;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1361;P-2022-044;EMP-6;18/01/2023;Site Visit;13.51;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1362;P-2022-044;EMP-2;04/01/2023;Calculation;11.64;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1363;P-2022-044;EMP-11;17/01/2023;Design;13.79;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1364;P-2022-044;EMP-10;20/03/2023;Design;14.89;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1365;P-2022-044;EMP-8;26/02/2023;Design;13.01;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1366;P-2022-044;EMP-10;30/12/2022;Meeting;13.46;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1367;P-2022-044;EMP-11;07/02/2023;Calculation;12.9;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1368;P-2022-044;EMP-8;08/12/2022;Site Visit;13.88;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1369;P-2022-044;EMP-2;02/01/2023;Meeting;13.07;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1370;P-2022-044;EMP-4;11/03/2023;Site Visit;13.27;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1371;P-2022-044;EMP-8;12/01/2023;Calculation;15.46;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1372;P-2022-044;EMP-8;24/02/2023;Design;11.35;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1373;P-2022-044;EMP-7;22/01/2023;Calculation;14.1;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1374;P-2022-044;EMP-11;28/01/2023;Site Visit;12.74;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1375;P-2022-044;EMP-1;04/04/2023;Calculation;14.48;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;0;4352
1376;P-2022-044;EMP-4;22/02/2023;Site Visit;12.67;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1377;P-2022-044;EMP-11;06/12/2022;Calculation;15.34;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1378;P-2022-044;EMP-2;02/02/2023;Calculation;16.96;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1379;P-2022-044;EMP-5;28/11/2022;Calculation;10.94;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;0;4352
1380;P-2022-044;EMP-4;05/12/2022;Drafting;11.89;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1381;P-2022-044;EMP-7;26/03/2023;Calculation;13.57;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1382;P-2022-044;EMP-3;04/03/2023;Drafting;12.82;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1383;P-2022-044;EMP-11;11/01/2023;Site Visit;12.27;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1384;P-2022-044;EMP-1;07/03/2023;Design;15.33;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1385;P-2022-044;EMP-10;22/02/2023;Meeting;12.83;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1386;P-2022-044;EMP-7;23/03/2023;Design;13.89;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1387;P-2022-044;EMP-11;01/04/2023;Site Visit;15;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;0;4352
1388;P-2022-044;EMP-10;08/03/2023;Calculation;14.48;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1389;P-2022-044;EMP-11;08/02/2023;Design;16.18;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1390;P-2022-044;EMP-3;17/01/2023;Meeting;14.48;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1391;P-2022-044;EMP-3;31/12/2022;Design;11.82;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1392;P-2022-044;EMP-5;04/04/2023;Calculation;14.03;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;0;4352
1393;P-2022-044;EMP-1;05/01/2023;Drafting;12.39;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1394;P-2022-044;EMP-2;23/03/2023;Site Visit;13.55;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1395;P-2022-044;EMP-2;28/11/2022;Drafting;11.01;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;0;4352
1396;P-2022-044;EMP-5;02/12/2022;Site Visit;13.43;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1397;P-2022-044;EMP-2;23/02/2023;Site Visit;14.37;Institutional;Mixed;4352;1;16/11/2022;13/04/2023;1;4352
1398;P-2022-045;EMP-8;05/02/2022;Meeting;5.85;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1399;P-2022-045;EMP-7;27/01/2022;Calculation;4.03;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1400;P-2022-045;EMP-6;09/02/2022;Meeting;5.84;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1401;P-2022-045;EMP-9;29/01/2022;Drafting;3.65;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1402;P-2022-045;EMP-5;13/01/2022;Design;3.91;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1403;P-2022-045;EMP-1;25/01/2022;Meeting;3.87;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1404;P-2022-045;EMP-2;30/01/2022;Site Visit;7.23;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1405;P-2022-045;EMP-1;16/01/2022;Calculation;5.87;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1406;P-2022-045;EMP-1;06/02/2022;Calculation;4.99;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1407;P-2022-045;EMP-6;09/01/2022;Drafting;2.99;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1408;P-2022-045;EMP-11;07/02/2022;Calculation;5.57;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1409;P-2022-045;EMP-4;05/02/2022;Site Visit;3.76;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1410;P-2022-045;EMP-4;25/01/2022;Design;4.61;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1411;P-2022-045;EMP-5;30/01/2022;Calculation;4.99;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1412;P-2022-045;EMP-10;27/01/2022;Calculation;4.6;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1413;P-2022-045;EMP-5;05/02/2022;Calculation;4.58;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1414;P-2022-045;EMP-6;15/01/2022;Calculation;6.59;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1415;P-2022-045;EMP-3;07/02/2022;Site Visit;3.91;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1416;P-2022-045;EMP-1;09/01/2022;Calculation;3.61;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1417;P-2022-045;EMP-3;20/01/2022;Calculation;4.3;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1418;P-2022-045;EMP-5;30/01/2022;Meeting;5.58;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1419;P-2022-045;EMP-8;09/02/2022;Site Visit;7.62;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1420;P-2022-045;EMP-7;11/02/2022;Drafting;4.79;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1421;P-2022-045;EMP-5;09/01/2022;Drafting;1.99;Commercial;Mixed;714;2;09/01/2022;13/02/2022;1;357
1422;P-2022-046;EMP-9;22/02/2022;Drafting;4.05;Residential;Wood;222;2;02/02/2022;06/03/2022;1;111
1423;P-2022-046;EMP-10;13/02/2022;Design;6.06;Residential;Wood;222;2;02/02/2022;06/03/2022;1;111
1424;P-2022-046;EMP-5;03/03/2022;Drafting;5.27;Residential;Wood;222;2;02/02/2022;06/03/2022;1;111
1425;P-2022-046;EMP-10;24/02/2022;Drafting;3.38;Residential;Wood;222;2;02/02/2022;06/03/2022;1;111
1426;P-2022-046;EMP-5;11/02/2022;Calculation;6.76;Residential;Wood;222;2;02/02/2022;06/03/2022;1;111
1427;P-2022-046;EMP-7;02/02/2022;Design;4.99;Residential;Wood;222;2;02/02/2022;06/03/2022;1;111
1428;P-2022-046;EMP-4;27/02/2022;Design;6.64;Residential;Wood;222;2;02/02/2022;06/03/2022;1;111
1429;P-2022-046;EMP-1;09/02/2022;Drafting;5.95;Residential;Wood;222;2;02/02/2022;06/03/2022;1;111
1430;P-2022-046;EMP-9;21/02/2022;Design;4.53;Residential;Wood;222;2;02/02/2022;06/03/2022;1;111
1431;P-2022-046;EMP-2;02/02/2022;Drafting;7.09;Residential;Wood;222;2;02/02/2022;06/03/2022;1;111
1432;P-2022-046;EMP-1;02/03/2022;Meeting;6.02;Residential;Wood;222;2;02/02/2022;06/03/2022;1;111
1433;P-2022-046;EMP-6;07/02/2022;Design;7.76;Residential;Wood;222;2;02/02/2022;06/03/2022;1;111
1434;P-2022-046;EMP-2;18/02/2022;Site Visit;6.95;Residential;Wood;222;2;02/02/2022;06/03/2022;1;111
1435;P-2022-047;EMP-7;06/05/2022;Meeting;7.91;Industrial;Steel;1593;12;03/04/2022;22/07/2022;0;132.75
